GAME_ID,TEAM,NAME,POSITION,STARTER,MIN,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,+/-,PTS
400489494,Bobcats,J. Pargo,PG,False,12,5-8,1-3,0-0,0,1,1,2,1,0,1,1,+5,11
400489494,Bobcats,C. Douglas-Roberts,SG,False,12,1-3,0-2,0-0,0,1,1,1,0,1,0,3,+5,2
400489494,Bobcats,J. Adrien,SF,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489494,Bobcats,K. Walker,PG,False,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE,DNP-LEFT ANKLE
400489494,Bobcats,B. Gordon,SG,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489496,Hawks,P. Millsap,PF,True,38,9-17,1-3,5-6,2,4,6,5,3,5,3,2,+4,24
400489496,Hawks,P. Antic,PF,True,33,2-9,1-6,5-6,2,10,12,1,1,0,2,2,+14,10
400489496,Hawks,D. Carroll,SF,True,24,6-7,3-4,2-2,3,5,8,2,1,0,1,0,+18,17
400489496,Hawks,J. Teague,PG,True,35,7-14,2-3,7-8,0,5,5,2,3,0,4,1,+2,23
400489496,Hawks,K. Korver,SG,True,36,5-11,2-5,0-0,0,5,5,7,1,1,0,2,+9,12
400489496,Hawks,M. Scott,PF,False,18,5-9,0-1,0-0,1,3,4,0,0,1,1,0,-7,10
400489496,Hawks,E. Brand,PF,False,13,1-2,0-0,2-2,0,1,1,0,1,0,1,3,-10,4
400489496,Hawks,S. Mack,PG,False,20,5-10,0-2,0-0,0,1,1,3,1,0,2,1,+8,10
400489496,Hawks,L. Williams,SG,False,22,1-4,0-1,0-0,0,0,0,6,0,0,3,2,-23,2
400489496,Hawks,G. Ayon,PF,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489496,Hawks,J. Nunnally,SF,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489496,Hawks,D. Schroder,PG,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489496,Magic,G. Davis,PF,True,31,4-10,0-0,1-2,1,1,2,3,1,0,1,3,-10,9
400489496,Magic,T. Harris,SF,True,34,7-16,0-2,5-5,2,10,12,1,0,0,3,4,-11,19
400489496,Magic,J. Nelson,PG,True,30,6-11,0-2,5-5,0,1,1,7,1,0,4,1,-21,17
400489496,Magic,A. Afflalo,SG,True,30,3-9,0-1,0-0,0,1,1,3,0,0,2,2,-15,6
400489496,Magic,V. Oladipo,SG,True,34,8-13,2-2,6-7,1,6,7,7,2,1,2,3,-4,24
400489496,Magic,J. Maxiell,PF,False,6,0-0,0-0,0-0,1,0,1,0,0,0,0,0,+0,0
400489496,Magic,A. Nicholson,PF,False,4,1-2,0-0,0-0,0,1,1,0,0,0,0,0,+1,2
400489496,Magic,K. O'Quinn,PF,False,21,2-7,0-0,1-2,1,2,3,1,0,0,1,2,+14,5
400489496,Magic,M. Harkless,SF,False,22,4-5,1-1,3-3,0,3,3,1,0,0,0,0,+16,12
400489496,Magic,E. Moore,SG,False,10,1-4,0-0,0-0,0,1,1,1,3,0,1,2,-4,2
400489496,Magic,D. Lamb,SG,False,19,5-6,3-4,0-0,0,1,1,0,0,0,0,6,+19,13
400489496,Magic,N. Vucevic,C,False,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION,DNP-CONCUSSION
400489496,Magic,R. Price,PG,False,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT,DNP-SPRAINED RIGHT FOOT
400489508,Spurs,J. Ayres,PF,True,12,2-3,0-0,2-2,2,2,4,0,0,0,0,3,+4,6
400489508,Spurs,T. Duncan,C,True,27,7-14,0-0,3-6,4,12,16,2,0,4,3,1,+21,17
400489508,Spurs,T. Parker,PG,True,27,5-10,0-0,1-2,0,1,1,7,0,0,4,2,+23,11
400489508,Spurs,C. Joseph,PG,True,31,4-10,0-1,0-0,4,2,6,3,2,0,1,0,+5,8
400489508,Spurs,M. Belinelli,SG,True,19,0-2,0-0,1-1,0,1,1,2,0,0,0,2,+11,1
400489508,Spurs,A. Baynes,C,False,19,2-10,0-0,2-2,1,6,7,1,0,1,1,2,+4,6
400489508,Spurs,M. Bonner,C,False,16,1-3,1-1,0-0,2,1,3,0,1,0,0,2,-4,3
400489508,Spurs,B. Diaw,C,False,22,8-10,3-4,2-2,0,5,5,2,1,1,5,1,+27,21
400489508,Spurs,N. De Colo,PG,False,18,4-8,1-3,0-0,1,5,6,1,0,0,1,3,+5,9
400489508,Spurs,P. Mills,PG,False,23,6-10,6-8,0-0,0,2,2,2,2,0,2,2,+20,18
400489508,Spurs,O. Jeffers,SG,False,8,1-1,0-0,0-0,1,1,2,0,0,0,0,1,-3,2
400489508,Spurs,M. Ginobili,SG,False,18,1-3,0-1,1-2,0,1,1,6,1,0,5,2,+17,3
400489508,Hawks,P. Millsap,PF,True,26,6-17,0-2,3-4,3,5,8,2,4,2,1,3,-16,15
400489508,Hawks,G. Ayon,PF,True,27,4-7,0-0,0-2,3,4,7,2,4,2,2,3,-7,8
400489508,Hawks,J. Teague,PG,True,14,4-7,0-0,1-1,0,2,2,0,0,0,2,0,-12,9
400489508,Hawks,K. Korver,SG,True,26,1-3,1-2,0-0,0,4,4,0,1,0,1,3,-10,3
400489508,Hawks,L. Williams,SG,True,37,4-11,1-2,3-3,0,3,3,7,2,0,2,0,-17,12
400489508,Hawks,E. Brand,PF,False,21,3-6,0-0,3-4,2,3,5,1,0,1,0,4,-19,9
400489508,Hawks,M. Scott,PF,False,22,2-7,0-2,6-9,1,1,2,0,0,0,2,1,-10,10
400489508,Hawks,J. Nunnally,SF,False,22,2-8,0-3,1-2,0,2,2,1,0,0,4,0,-16,5
400489508,Hawks,S. Mack,PG,False,22,2-6,0-2,0-0,0,1,1,3,1,1,1,2,-13,4
400489508,Hawks,D. Schroder,PG,False,23,1-4,0-0,2-2,0,2,2,2,1,0,2,1,-10,4
400489508,Hawks,P. Antic,PF,False,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE,DNP-STRESS FRACTURE
400489508,Hawks,D. Carroll,SF,False,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN,DNP-LEFT HAMSTRING STRAIN
400489510,Mavericks,D. Nowitzki,PF,True,36,5-15,0-2,8-9,3,4,7,3,0,0,3,1,+5,18
400489510,Mavericks,S. Dalembert,C,True,14,0-1,0-0,2-2,3,2,5,0,1,0,4,3,+2,2
400489510,Mavericks,J. Calderon,PG,True,36,5-15,3-7,2-2,0,1,1,2,1,0,1,2,+0,15
400489510,Mavericks,M. Ellis,SG,True,38,5-11,2-3,4-6,1,6,7,7,1,0,2,4,-2,16
400489510,Mavericks,S. Marion,SG,True,33,2-5,1-1,4-4,2,9,11,3,1,0,2,1,+7,9
400489510,Mavericks,B. Wright,PF,False,12,3-3,0-0,2-2,0,0,0,0,0,0,0,3,-11,8
400489510,Mavericks,J. Crowder,SF,False,4,0-0,0-0,1-2,0,1,1,0,0,0,0,0,+1,1
400489510,Mavericks,D. Blair,C,False,17,2-7,0-0,0-0,3,2,5,0,1,0,1,0,-6,4
400489510,Mavericks,D. Harris,PG,False,16,4-6,2-3,4-4,0,0,0,4,0,0,0,6,+1,14
400489510,Mavericks,S. Larkin,PG,False,6,0-0,0-0,0-0,2,1,3,0,0,0,0,0,+1,0
400489510,Mavericks,V. Carter,SG,False,30,8-15,2-4,1-2,1,2,3,3,1,0,2,1,-3,19
400489510,Mavericks,B. James,C,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489510,Mavericks,W. Ellington,SG,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489510,Nets,K. Garnett,PF,True,20,5-8,0-0,0-0,1,10,11,1,0,1,2,2,-3,10
400489510,Nets,P. Pierce,SF,True,28,4-8,0-2,4-7,0,3,3,4,1,1,2,2,-9,12
400489510,Nets,J. Johnson,SF,True,29,1-5,1-4,2-2,0,0,0,2,0,0,4,5,-6,5
400489510,Nets,S. Livingston,PG,True,24,1-3,0-0,2-2,0,2,2,0,1,0,0,4,-11,4
400489510,Nets,A. Anderson,SG,True,10,0-5,0-4,2-2,0,0,0,0,0,0,0,2,-13,2
400489510,Nets,M. Teletovic,PF,False,27,12-18,7-11,3-3,3,3,6,1,0,1,0,4,+12,34
400489510,Nets,A. Kirilenko,SF,False,20,2-4,0-0,2-2,0,3,3,1,1,1,1,0,+6,6
400489510,Nets,A. Blatche,C,False,28,4-8,0-1,0-0,1,4,5,2,0,1,1,2,+4,8
400489510,Nets,D. Williams,PG,False,35,5-8,0-0,8-10,0,3,3,11,0,0,1,5,+14,18
400489510,Nets,J. Terry,SG,False,19,3-6,2-5,0-0,0,2,2,2,3,0,4,3,+11,8
400489510,Nets,M. Plumlee,C,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489510,Nets,R. Evans,C,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489510,Nets,M. Teague,PG,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489513,Bobcats,J. McRoberts,PF,True,30,2-4,2-3,0-0,1,1,2,2,1,0,0,1,-34,6
400489513,Bobcats,M. Kidd-Gilchrist,SF,True,18,2-4,0-0,0-1,0,2,2,3,0,0,2,3,-18,4
400489513,Bobcats,A. Jefferson,C,True,31,11-19,0-1,3-4,1,8,9,2,0,0,1,0,-36,25
400489513,Bobcats,R. Sessions,PG,True,30,3-8,0-1,6-6,0,1,1,3,0,0,1,0,-34,12
400489513,Bobcats,G. Henderson,SG,True,32,4-9,0-2,0-0,0,1,1,1,0,0,2,3,-30,8
400489513,Bobcats,A. Tolliver,PF,False,17,1-5,1-4,0-0,0,2,2,3,0,0,0,0,+7,3
400489513,Bobcats,C. Zeller,C,False,16,2-5,0-0,1-1,1,4,5,0,0,0,1,1,+6,5
400489513,Bobcats,B. Biyombo,C,False,17,3-4,0-0,2-2,3,5,8,1,0,3,0,1,+7,8
400489513,Bobcats,J. Pargo,PG,False,32,4-11,3-8,0-0,0,1,1,8,0,0,3,1,-14,11
400489513,Bobcats,C. Douglas-Roberts,SG,False,16,5-7,4-5,0-0,0,0,0,0,0,0,1,1,+1,14
400489513,Bobcats,J. Adrien,SF,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489513,Bobcats,K. Walker,PG,False,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE
400489513,Bobcats,B. Gordon,SG,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489513,Knicks,C. Anthony,SF,True,39,23-35,6-11,10-10,1,12,13,0,0,0,0,1,+34,62
400489513,Knicks,T. Chandler,C,True,19,1-2,0-0,0-0,2,4,6,2,0,2,1,3,+22,2
400489513,Knicks,R. Felton,PG,True,28,5-9,1-3,0-0,0,1,1,5,1,0,1,1,+28,11
400489513,Knicks,P. Prigioni,PG,True,22,1-2,1-2,0-0,0,2,2,3,1,0,0,2,+21,3
400489513,Knicks,I. Shumpert,SG,True,19,2-6,0-0,0-0,1,1,2,3,1,0,0,3,+12,4
400489513,Knicks,T. Murry,SF,False,7,3-4,0-0,0-0,1,1,2,0,0,0,0,0,-8,6
400489513,Knicks,C. Aldrich,C,False,15,1-4,0-0,0-0,4,4,8,0,0,0,0,2,-10,2
400489513,Knicks,J. Tyler,C,False,22,4-8,0-0,0-0,3,2,5,1,1,2,0,1,+9,8
400489513,Knicks,B. Udrih,PG,False,7,1-3,1-1,0-0,0,0,0,2,0,0,0,1,-8,3
400489513,Knicks,T. Hardaway Jr.,SG,False,31,4-8,2-6,0-0,0,1,1,3,1,0,0,2,+20,10
400489513,Knicks,J.R. Smith,SG,False,31,5-9,3-4,1-1,0,2,2,4,2,0,2,3,+25,14
400489513,Knicks,A. Stoudemire,PF,False,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE,DNP-SPRAINED LEFT ANKLE
400489513,Knicks,M. World Peace,SF,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489519,Bulls,C. Boozer,PF,True,25,4-8,0-0,2-2,0,4,4,2,0,1,3,3,-4,10
400489519,Bulls,J. Noah,C,True,40,4-14,0-0,3-6,1,9,10,8,1,1,3,3,+2,11
400489519,Bulls,D.J. Augustin,PG,True,44,9-19,6-12,4-6,0,1,1,3,2,0,2,3,-4,28
400489519,Bulls,M. Dunleavy,SG,True,29,4-11,2-4,2-2,1,7,8,3,1,1,1,1,-9,12
400489519,Bulls,J. Butler,SG,True,42,2-7,0-2,0-0,1,2,3,3,4,0,1,0,+2,4
400489519,Bulls,T. Gibson,PF,False,28,4-9,0-0,5-6,0,7,7,2,0,1,2,4,-2,13
400489519,Bulls,T. Snell,SF,False,25,3-8,3-5,0-0,1,4,5,1,3,0,0,1,+11,9
400489519,Bulls,N. Mohammed,C,False,4,0-0,0-0,0-0,0,2,2,0,0,1,0,1,+6,0
400489519,Bulls,M. James,PG,False,4,1-1,0-0,0-0,0,1,1,2,0,0,1,0,+8,2
400489519,Bulls,E. Murphy,PF,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
400489519,Bulls,C. Martin,PF,False,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION,DNP-COACH'S DECISION
